"","metric","lat","lon","year","value","sp","latforsim"
"sims1sd47.LeafUnfoldingDate.702","LeafUnfoldingDate",47.5,2,1970,126.476,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.713","LeafUnfoldingDate",47.5,2,1971,120.399,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.722","LeafUnfoldingDate",47.5,2,1972,120.9,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.732","LeafUnfoldingDate",47.5,2,1973,123.395,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.742","LeafUnfoldingDate",47.5,2,1974,119.042,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.752","LeafUnfoldingDate",47.5,2,1975,136.979,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.762","LeafUnfoldingDate",47.5,2,1976,112.612,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.772","LeafUnfoldingDate",47.5,2,1977,140.722,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.782","LeafUnfoldingDate",47.5,2,1978,125.546,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.792","LeafUnfoldingDate",47.5,2,1979,129.558,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.802","LeafUnfoldingDate",47.5,2,1980,128.864,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.813","LeafUnfoldingDate",47.5,2,1981,103.136,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.822","LeafUnfoldingDate",47.5,2,1982,127.799,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.832","LeafUnfoldingDate",47.5,2,1983,124.079,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.842","LeafUnfoldingDate",47.5,2,1984,122.149,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.852","LeafUnfoldingDate",47.5,2,1985,130.894,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.862","LeafUnfoldingDate",47.5,2,1986,123.581,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.872","LeafUnfoldingDate",47.5,2,1987,119.098,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.882","LeafUnfoldingDate",47.5,2,1988,123.197,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.892","LeafUnfoldingDate",47.5,2,1989,125.361,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.902","LeafUnfoldingDate",47.5,2,1990,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.913","LeafUnfoldingDate",47.5,2,1991,109.346,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.922","LeafUnfoldingDate",47.5,2,1992,116.194,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.932","LeafUnfoldingDate",47.5,2,1993,131.31,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.942","LeafUnfoldingDate",47.5,2,1994,119.975,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.952","LeafUnfoldingDate",47.5,2,1995,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.962","LeafUnfoldingDate",47.5,2,1996,118.708,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.972","LeafUnfoldingDate",47.5,2,1997,127.424,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.982","LeafUnfoldingDate",47.5,2,1998,131.986,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.992","LeafUnfoldingDate",47.5,2,1999,115.987,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1002","LeafUnfoldingDate",47.5,2,2000,115.704,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1013","LeafUnfoldingDate",47.5,3,1951,120.024,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1022","LeafUnfoldingDate",47.5,3,1952,115.874,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1032","LeafUnfoldingDate",47.5,3,1953,107.054,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1042","LeafUnfoldingDate",47.5,3,1954,147.721,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1052","LeafUnfoldingDate",47.5,3,1955,123.595,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1062","LeafUnfoldingDate",47.5,3,1956,127.015,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1072","LeafUnfoldingDate",47.5,3,1957,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1082","LeafUnfoldingDate",47.5,3,1958,127.196,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1092","LeafUnfoldingDate",47.5,3,1959,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1103","LeafUnfoldingDate",47.5,3,1960,366,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1113","LeafUnfoldingDate",47.5,3,1961,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1122","LeafUnfoldingDate",47.5,3,1962,127.763,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1132","LeafUnfoldingDate",47.5,3,1963,111.466,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1142","LeafUnfoldingDate",47.5,3,1964,122.774,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1152","LeafUnfoldingDate",47.5,3,1965,119.009,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1162","LeafUnfoldingDate",47.5,3,1966,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1172","LeafUnfoldingDate",47.5,3,1967,131.714,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1182","LeafUnfoldingDate",47.5,3,1968,115.221,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1192","LeafUnfoldingDate",47.5,3,1969,131.104,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1202","LeafUnfoldingDate",47.5,3,1970,128.966,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1213","LeafUnfoldingDate",47.5,3,1971,119.756,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1222","LeafUnfoldingDate",47.5,3,1972,123.187,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1232","LeafUnfoldingDate",47.5,3,1973,124.227,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1242","LeafUnfoldingDate",47.5,3,1974,153.896,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1252","LeafUnfoldingDate",47.5,3,1975,139.098,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1262","LeafUnfoldingDate",47.5,3,1976,123.439,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1272","LeafUnfoldingDate",47.5,3,1977,144.711,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1282","LeafUnfoldingDate",47.5,3,1978,131.834,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1292","LeafUnfoldingDate",47.5,3,1979,134.886,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1302","LeafUnfoldingDate",47.5,3,1980,132.322,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1313","LeafUnfoldingDate",47.5,3,1981,100.768,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1322","LeafUnfoldingDate",47.5,3,1982,132.567,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1332","LeafUnfoldingDate",47.5,3,1983,135.791,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1342","LeafUnfoldingDate",47.5,3,1984,123.144,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1352","LeafUnfoldingDate",47.5,3,1985,136.803,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1362","LeafUnfoldingDate",47.5,3,1986,125.556,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1372","LeafUnfoldingDate",47.5,3,1987,121.325,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1382","LeafUnfoldingDate",47.5,3,1988,137.495,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1392","LeafUnfoldingDate",47.5,3,1989,138.666,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1402","LeafUnfoldingDate",47.5,3,1990,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1413","LeafUnfoldingDate",47.5,3,1991,128.549,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1422","LeafUnfoldingDate",47.5,3,1992,115.929,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1432","LeafUnfoldingDate",47.5,3,1993,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1442","LeafUnfoldingDate",47.5,3,1994,138.696,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1452","LeafUnfoldingDate",47.5,3,1995,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1462","LeafUnfoldingDate",47.5,3,1996,120.919,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1472","LeafUnfoldingDate",47.5,3,1997,135.503,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1482","LeafUnfoldingDate",47.5,3,1998,140.665,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1492","LeafUnfoldingDate",47.5,3,1999,118.235,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1502","LeafUnfoldingDate",47.5,3,2000,116.944,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1513","LeafUnfoldingDate",47.5,4,1951,131.557,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1522","LeafUnfoldingDate",47.5,4,1952,120.289,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1532","LeafUnfoldingDate",47.5,4,1953,103.485,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1542","LeafUnfoldingDate",47.5,4,1954,157.525,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1552","LeafUnfoldingDate",47.5,4,1955,129.935,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1562","LeafUnfoldingDate",47.5,4,1956,147.156,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1572","LeafUnfoldingDate",47.5,4,1957,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1582","LeafUnfoldingDate",47.5,4,1958,127.328,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1592","LeafUnfoldingDate",47.5,4,1959,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1602","LeafUnfoldingDate",47.5,4,1960,366,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1613","LeafUnfoldingDate",47.5,4,1961,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1622","LeafUnfoldingDate",47.5,4,1962,127.294,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1632","LeafUnfoldingDate",47.5,4,1963,111.873,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1642","LeafUnfoldingDate",47.5,4,1964,124.69,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1652","LeafUnfoldingDate",47.5,4,1965,117.381,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1662","LeafUnfoldingDate",47.5,4,1966,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1672","LeafUnfoldingDate",47.5,4,1967,134.607,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1682","LeafUnfoldingDate",47.5,4,1968,113.316,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1692","LeafUnfoldingDate",47.5,4,1969,132.194,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1702","LeafUnfoldingDate",47.5,4,1970,130.605,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1713","LeafUnfoldingDate",47.5,4,1971,124.117,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1722","LeafUnfoldingDate",47.5,4,1972,153.307,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1732","LeafUnfoldingDate",47.5,4,1973,124.953,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1742","LeafUnfoldingDate",47.5,4,1974,158.978,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1752","LeafUnfoldingDate",47.5,4,1975,139.416,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1762","LeafUnfoldingDate",47.5,4,1976,126.173,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1772","LeafUnfoldingDate",47.5,4,1977,145.319,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1782","LeafUnfoldingDate",47.5,4,1978,135.803,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1792","LeafUnfoldingDate",47.5,4,1979,137.378,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1802","LeafUnfoldingDate",47.5,4,1980,134.533,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1813","LeafUnfoldingDate",47.5,4,1981,98.712,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1822","LeafUnfoldingDate",47.5,4,1982,135.122,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1832","LeafUnfoldingDate",47.5,4,1983,137.144,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1842","LeafUnfoldingDate",47.5,4,1984,123.925,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1852","LeafUnfoldingDate",47.5,4,1985,153.159,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1862","LeafUnfoldingDate",47.5,4,1986,127.762,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1872","LeafUnfoldingDate",47.5,4,1987,121.173,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1882","LeafUnfoldingDate",47.5,4,1988,366,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1892","LeafUnfoldingDate",47.5,4,1989,144.951,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1902","LeafUnfoldingDate",47.5,4,1990,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1913","LeafUnfoldingDate",47.5,4,1991,145.131,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1922","LeafUnfoldingDate",47.5,4,1992,115.967,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1932","LeafUnfoldingDate",47.5,4,1993,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1942","LeafUnfoldingDate",47.5,4,1994,140.134,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1952","LeafUnfoldingDate",47.5,4,1995,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1962","LeafUnfoldingDate",47.5,4,1996,120.295,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1972","LeafUnfoldingDate",47.5,4,1997,142.603,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1982","LeafUnfoldingDate",47.5,4,1998,360.344,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.1992","LeafUnfoldingDate",47.5,4,1999,119.628,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2002","LeafUnfoldingDate",47.5,4,2000,120.221,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2013","LeafUnfoldingDate",47.5,5,1951,133.53,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2022","LeafUnfoldingDate",47.5,5,1952,119.892,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2032","LeafUnfoldingDate",47.5,5,1953,101.126,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2042","LeafUnfoldingDate",47.5,5,1954,158.171,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2052","LeafUnfoldingDate",47.5,5,1955,143.181,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2062","LeafUnfoldingDate",47.5,5,1956,345.426,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2072","LeafUnfoldingDate",47.5,5,1957,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2082","LeafUnfoldingDate",47.5,5,1958,127.2,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2092","LeafUnfoldingDate",47.5,5,1959,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2102","LeafUnfoldingDate",47.5,5,1960,366,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2113","LeafUnfoldingDate",47.5,5,1961,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2122","LeafUnfoldingDate",47.5,5,1962,126.723,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2132","LeafUnfoldingDate",47.5,5,1963,113.246,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2142","LeafUnfoldingDate",47.5,5,1964,123.677,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2152","LeafUnfoldingDate",47.5,5,1965,115.135,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2162","LeafUnfoldingDate",47.5,5,1966,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2172","LeafUnfoldingDate",47.5,5,1967,135.289,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2182","LeafUnfoldingDate",47.5,5,1968,112.177,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2192","LeafUnfoldingDate",47.5,5,1969,139.872,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2202","LeafUnfoldingDate",47.5,5,1970,131.845,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2213","LeafUnfoldingDate",47.5,5,1971,140.999,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2222","LeafUnfoldingDate",47.5,5,1972,155.348,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2232","LeafUnfoldingDate",47.5,5,1973,125.482,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2242","LeafUnfoldingDate",47.5,5,1974,337.094,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2252","LeafUnfoldingDate",47.5,5,1975,160.844,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2262","LeafUnfoldingDate",47.5,5,1976,126.262,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2272","LeafUnfoldingDate",47.5,5,1977,145.372,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2282","LeafUnfoldingDate",47.5,5,1978,137.155,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2292","LeafUnfoldingDate",47.5,5,1979,141.402,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2302","LeafUnfoldingDate",47.5,5,1980,135.687,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2313","LeafUnfoldingDate",47.5,5,1981,96.036,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2322","LeafUnfoldingDate",47.5,5,1982,138.405,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2332","LeafUnfoldingDate",47.5,5,1983,137.933,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2342","LeafUnfoldingDate",47.5,5,1984,123.913,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2352","LeafUnfoldingDate",47.5,5,1985,153.788,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2362","LeafUnfoldingDate",47.5,5,1986,130.976,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2372","LeafUnfoldingDate",47.5,5,1987,120.491,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2382","LeafUnfoldingDate",47.5,5,1988,366,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2392","LeafUnfoldingDate",47.5,5,1989,144.417,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2402","LeafUnfoldingDate",47.5,5,1990,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2413","LeafUnfoldingDate",47.5,5,1991,156.774,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2422","LeafUnfoldingDate",47.5,5,1992,118.897,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2432","LeafUnfoldingDate",47.5,5,1993,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2442","LeafUnfoldingDate",47.5,5,1994,140.279,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2452","LeafUnfoldingDate",47.5,5,1995,365,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2462","LeafUnfoldingDate",47.5,5,1996,119.23,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2472","LeafUnfoldingDate",47.5,5,1997,144.174,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2482","LeafUnfoldingDate",47.5,5,1998,350.933,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2492","LeafUnfoldingDate",47.5,5,1999,126.072,"Pinus","47"
"sims1sd47.LeafUnfoldingDate.2502","LeafUnfoldingDate",47.5,5,2000,123.204,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1102","FlowerDormancyBreakDate",47.5,1,1951,57,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.253","FlowerDormancyBreakDate",47.5,1,1952,57,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.312","FlowerDormancyBreakDate",47.5,1,1953,46,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.412","FlowerDormancyBreakDate",47.5,1,1954,63,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.512","FlowerDormancyBreakDate",47.5,1,1955,64,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.612","FlowerDormancyBreakDate",47.5,1,1956,55,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.712","FlowerDormancyBreakDate",47.5,1,1957,59,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.812","FlowerDormancyBreakDate",47.5,1,1958,63,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.912","FlowerDormancyBreakDate",47.5,1,1959,72,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1012","FlowerDormancyBreakDate",47.5,1,1960,80,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1112","FlowerDormancyBreakDate",47.5,1,1961,307,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1212","FlowerDormancyBreakDate",47.5,1,1962,61,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1312","FlowerDormancyBreakDate",47.5,1,1963,41,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1412","FlowerDormancyBreakDate",47.5,1,1964,64,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1512","FlowerDormancyBreakDate",47.5,1,1965,54,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1612","FlowerDormancyBreakDate",47.5,1,1966,77,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1712","FlowerDormancyBreakDate",47.5,1,1967,49,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1812","FlowerDormancyBreakDate",47.5,1,1968,54,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.1912","FlowerDormancyBreakDate",47.5,1,1969,52,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.2012","FlowerDormancyBreakDate",47.5,1,1970,53,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.2112","FlowerDormancyBreakDate",47.5,1,1971,59,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.2212","FlowerDormancyBreakDate",47.5,1,1972,54,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.2312","FlowerDormancyBreakDate",47.5,1,1973,53,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.2412","FlowerDormancyBreakDate",47.5,1,1974,60,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.254","FlowerDormancyBreakDate",47.5,1,1975,75,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.262","FlowerDormancyBreakDate",47.5,1,1976,48,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.272","FlowerDormancyBreakDate",47.5,1,1977,58,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.282","FlowerDormancyBreakDate",47.5,1,1978,52,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.292","FlowerDormancyBreakDate",47.5,1,1979,57,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.302","FlowerDormancyBreakDate",47.5,1,1980,59,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.313","FlowerDormancyBreakDate",47.5,1,1981,45,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.322","FlowerDormancyBreakDate",47.5,1,1982,56,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.332","FlowerDormancyBreakDate",47.5,1,1983,60,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.342","FlowerDormancyBreakDate",47.5,1,1984,53,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.352","FlowerDormancyBreakDate",47.5,1,1985,64,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.362","FlowerDormancyBreakDate",47.5,1,1986,46,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.372","FlowerDormancyBreakDate",47.5,1,1987,53,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.382","FlowerDormancyBreakDate",47.5,1,1988,61,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.392","FlowerDormancyBreakDate",47.5,1,1989,57,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.402","FlowerDormancyBreakDate",47.5,1,1990,88,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.413","FlowerDormancyBreakDate",47.5,1,1991,50,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.422","FlowerDormancyBreakDate",47.5,1,1992,50,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.432","FlowerDormancyBreakDate",47.5,1,1993,64,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.442","FlowerDormancyBreakDate",47.5,1,1994,50,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.452","FlowerDormancyBreakDate",47.5,1,1995,86,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.462","FlowerDormancyBreakDate",47.5,1,1996,52,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.472","FlowerDormancyBreakDate",47.5,1,1997,51,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.482","FlowerDormancyBreakDate",47.5,1,1998,70,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.492","FlowerDormancyBreakDate",47.5,1,1999,46,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.502","FlowerDormancyBreakDate",47.5,1,2000,48,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.513","FlowerDormancyBreakDate",47.5,2,1951,61,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.522","FlowerDormancyBreakDate",47.5,2,1952,60,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.532","FlowerDormancyBreakDate",47.5,2,1953,47,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.542","FlowerDormancyBreakDate",47.5,2,1954,83,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.552","FlowerDormancyBreakDate",47.5,2,1955,72,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.562","FlowerDormancyBreakDate",47.5,2,1956,62,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.572","FlowerDormancyBreakDate",47.5,2,1957,314,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.582","FlowerDormancyBreakDate",47.5,2,1958,68,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.592","FlowerDormancyBreakDate",47.5,2,1959,312,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.602","FlowerDormancyBreakDate",47.5,2,1960,333,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.613","FlowerDormancyBreakDate",47.5,2,1961,322,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.622","FlowerDormancyBreakDate",47.5,2,1962,71,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.632","FlowerDormancyBreakDate",47.5,2,1963,40,"Pinus","47"
"sims1sd47.FlowerDormancyBreakDate.642","FlowerDormancyBreakDate",47.5,2,1964,68,"Pinus","47"
