"","metric","lat","lon","year","value","sp","latforsim"
"sims2mean53.LeafDormancyBreakDate.313","LeafDormancyBreakDate",53.1,1,1981,53,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.322","LeafDormancyBreakDate",53.1,1,1982,53,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.332","LeafDormancyBreakDate",53.1,1,1983,82,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.342","LeafDormancyBreakDate",53.1,1,1984,55,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.352","LeafDormancyBreakDate",53.1,1,1985,59,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.362","LeafDormancyBreakDate",53.1,1,1986,51,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.372","LeafDormancyBreakDate",53.1,1,1987,69,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.382","LeafDormancyBreakDate",53.1,1,1988,77,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.392","LeafDormancyBreakDate",53.1,1,1989,94,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.402","LeafDormancyBreakDate",53.1,1,1990,310,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.413","LeafDormancyBreakDate",53.1,1,1991,53,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.422","LeafDormancyBreakDate",53.1,1,1992,55,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.432","LeafDormancyBreakDate",53.1,1,1993,63,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.442","LeafDormancyBreakDate",53.1,1,1994,47,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.452","LeafDormancyBreakDate",53.1,1,1995,87,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.462","LeafDormancyBreakDate",53.1,1,1996,37,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.472","LeafDormancyBreakDate",53.1,1,1997,48,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.482","LeafDormancyBreakDate",53.1,1,1998,78,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.492","LeafDormancyBreakDate",53.1,1,1999,51,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.502","LeafDormancyBreakDate",53.1,1,2000,65,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.513","LeafDormancyBreakDate",53.1,2,1951,79,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.522","LeafDormancyBreakDate",53.1,2,1952,317,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.532","LeafDormancyBreakDate",53.1,2,1953,46,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.542","LeafDormancyBreakDate",53.1,2,1954,312,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.552","LeafDormancyBreakDate",53.1,2,1955,70,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.562","LeafDormancyBreakDate",53.1,2,1956,96,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.572","LeafDormancyBreakDate",53.1,2,1957,346,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.582","LeafDormancyBreakDate",53.1,2,1958,74,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.592","LeafDormancyBreakDate",53.1,2,1959,329,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.602","LeafDormancyBreakDate",53.1,2,1960,343,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.613","LeafDormancyBreakDate",53.1,2,1961,349,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.622","LeafDormancyBreakDate",53.1,2,1962,78,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.632","LeafDormancyBreakDate",53.1,2,1963,47,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.642","LeafDormancyBreakDate",53.1,2,1964,70,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.652","LeafDormancyBreakDate",53.1,2,1965,71,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.662","LeafDormancyBreakDate",53.1,2,1966,78,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.672","LeafDormancyBreakDate",53.1,2,1967,329,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.682","LeafDormancyBreakDate",53.1,2,1968,70,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.692","LeafDormancyBreakDate",53.1,2,1969,56,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.702","LeafDormancyBreakDate",53.1,2,1970,52,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.713","LeafDormancyBreakDate",53.1,2,1971,315,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.722","LeafDormancyBreakDate",53.1,2,1972,296,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.732","LeafDormancyBreakDate",53.1,2,1973,99,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.742","LeafDormancyBreakDate",53.1,2,1974,332,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.752","LeafDormancyBreakDate",53.1,2,1975,334,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.762","LeafDormancyBreakDate",53.1,2,1976,77,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.772","LeafDormancyBreakDate",53.1,2,1977,97,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.782","LeafDormancyBreakDate",53.1,2,1978,84,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.792","LeafDormancyBreakDate",53.1,2,1979,61,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.802","LeafDormancyBreakDate",53.1,2,1980,70,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.813","LeafDormancyBreakDate",53.1,2,1981,59,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.822","LeafDormancyBreakDate",53.1,2,1982,59,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.832","LeafDormancyBreakDate",53.1,2,1983,317,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.842","LeafDormancyBreakDate",53.1,2,1984,65,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.852","LeafDormancyBreakDate",53.1,2,1985,69,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.862","LeafDormancyBreakDate",53.1,2,1986,61,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.872","LeafDormancyBreakDate",53.1,2,1987,74,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.882","LeafDormancyBreakDate",53.1,2,1988,299,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.892","LeafDormancyBreakDate",53.1,2,1989,334,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.902","LeafDormancyBreakDate",53.1,2,1990,344,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.913","LeafDormancyBreakDate",53.1,2,1991,88,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.922","LeafDormancyBreakDate",53.1,2,1992,108,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.932","LeafDormancyBreakDate",53.1,2,1993,88,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.942","LeafDormancyBreakDate",53.1,2,1994,61,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.952","LeafDormancyBreakDate",53.1,2,1995,317,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.962","LeafDormancyBreakDate",53.1,2,1996,41,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.972","LeafDormancyBreakDate",53.1,2,1997,76,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.982","LeafDormancyBreakDate",53.1,2,1998,317,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.992","LeafDormancyBreakDate",53.1,2,1999,68,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1002","LeafDormancyBreakDate",53.1,2,2000,101,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1013","LeafDormancyBreakDate",53.1,3,1951,364,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1022","LeafDormancyBreakDate",53.1,3,1952,339,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1032","LeafDormancyBreakDate",53.1,3,1953,76,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1042","LeafDormancyBreakDate",53.1,3,1954,358,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1052","LeafDormancyBreakDate",53.1,3,1955,87,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1062","LeafDormancyBreakDate",53.1,3,1956,325,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1072","LeafDormancyBreakDate",53.1,3,1957,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1082","LeafDormancyBreakDate",53.1,3,1958,91,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1092","LeafDormancyBreakDate",53.1,3,1959,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1103","LeafDormancyBreakDate",53.1,3,1960,363,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1113","LeafDormancyBreakDate",53.1,3,1961,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1122","LeafDormancyBreakDate",53.1,3,1962,323,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1132","LeafDormancyBreakDate",53.1,3,1963,51,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1142","LeafDormancyBreakDate",53.1,3,1964,79,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1152","LeafDormancyBreakDate",53.1,3,1965,322,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1162","LeafDormancyBreakDate",53.1,3,1966,304,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1172","LeafDormancyBreakDate",53.1,3,1967,364,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1182","LeafDormancyBreakDate",53.1,3,1968,318,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1192","LeafDormancyBreakDate",53.1,3,1969,67,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1202","LeafDormancyBreakDate",53.1,3,1970,54,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1213","LeafDormancyBreakDate",53.1,3,1971,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1222","LeafDormancyBreakDate",53.1,3,1972,358,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1232","LeafDormancyBreakDate",53.1,3,1973,338,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1242","LeafDormancyBreakDate",53.1,3,1974,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1252","LeafDormancyBreakDate",53.1,3,1975,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1262","LeafDormancyBreakDate",53.1,3,1976,326,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1272","LeafDormancyBreakDate",53.1,3,1977,334,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1282","LeafDormancyBreakDate",53.1,3,1978,337,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1292","LeafDormancyBreakDate",53.1,3,1979,67,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1302","LeafDormancyBreakDate",53.1,3,1980,305,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1313","LeafDormancyBreakDate",53.1,3,1981,107,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1322","LeafDormancyBreakDate",53.1,3,1982,83,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1332","LeafDormancyBreakDate",53.1,3,1983,345,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1342","LeafDormancyBreakDate",53.1,3,1984,80,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1352","LeafDormancyBreakDate",53.1,3,1985,77,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1362","LeafDormancyBreakDate",53.1,3,1986,71,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1372","LeafDormancyBreakDate",53.1,3,1987,81,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1382","LeafDormancyBreakDate",53.1,3,1988,342,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1392","LeafDormancyBreakDate",53.1,3,1989,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1402","LeafDormancyBreakDate",53.1,3,1990,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1413","LeafDormancyBreakDate",53.1,3,1991,324,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1422","LeafDormancyBreakDate",53.1,3,1992,358,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1432","LeafDormancyBreakDate",53.1,3,1993,322,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1442","LeafDormancyBreakDate",53.1,3,1994,336,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1452","LeafDormancyBreakDate",53.1,3,1995,345,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1462","LeafDormancyBreakDate",53.1,3,1996,45,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1472","LeafDormancyBreakDate",53.1,3,1997,101,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1482","LeafDormancyBreakDate",53.1,3,1998,337,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1492","LeafDormancyBreakDate",53.1,3,1999,321,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1502","LeafDormancyBreakDate",53.1,3,2000,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1513","LeafDormancyBreakDate",53.1,4,1951,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1522","LeafDormancyBreakDate",53.1,4,1952,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1532","LeafDormancyBreakDate",53.1,4,1953,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1542","LeafDormancyBreakDate",53.1,4,1954,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1552","LeafDormancyBreakDate",53.1,4,1955,345,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1562","LeafDormancyBreakDate",53.1,4,1956,364,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1572","LeafDormancyBreakDate",53.1,4,1957,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1582","LeafDormancyBreakDate",53.1,4,1958,361,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1592","LeafDormancyBreakDate",53.1,4,1959,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1602","LeafDormancyBreakDate",53.1,4,1960,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1613","LeafDormancyBreakDate",53.1,4,1961,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1622","LeafDormancyBreakDate",53.1,4,1962,353,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1632","LeafDormancyBreakDate",53.1,4,1963,56,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1642","LeafDormancyBreakDate",53.1,4,1964,337,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1652","LeafDormancyBreakDate",53.1,4,1965,349,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1662","LeafDormancyBreakDate",53.1,4,1966,342,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1672","LeafDormancyBreakDate",53.1,4,1967,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1682","LeafDormancyBreakDate",53.1,4,1968,352,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1692","LeafDormancyBreakDate",53.1,4,1969,78,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1702","LeafDormancyBreakDate",53.1,4,1970,60,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1713","LeafDormancyBreakDate",53.1,4,1971,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1722","LeafDormancyBreakDate",53.1,4,1972,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1732","LeafDormancyBreakDate",53.1,4,1973,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1742","LeafDormancyBreakDate",53.1,4,1974,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1752","LeafDormancyBreakDate",53.1,4,1975,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1762","LeafDormancyBreakDate",53.1,4,1976,359,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1772","LeafDormancyBreakDate",53.1,4,1977,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1782","LeafDormancyBreakDate",53.1,4,1978,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1792","LeafDormancyBreakDate",53.1,4,1979,77,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1802","LeafDormancyBreakDate",53.1,4,1980,341,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1813","LeafDormancyBreakDate",53.1,4,1981,339,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1822","LeafDormancyBreakDate",53.1,4,1982,347,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1832","LeafDormancyBreakDate",53.1,4,1983,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1842","LeafDormancyBreakDate",53.1,4,1984,349,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1852","LeafDormancyBreakDate",53.1,4,1985,321,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1862","LeafDormancyBreakDate",53.1,4,1986,334,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1872","LeafDormancyBreakDate",53.1,4,1987,339,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1882","LeafDormancyBreakDate",53.1,4,1988,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1892","LeafDormancyBreakDate",53.1,4,1989,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1902","LeafDormancyBreakDate",53.1,4,1990,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1913","LeafDormancyBreakDate",53.1,4,1991,362,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1922","LeafDormancyBreakDate",53.1,4,1992,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1932","LeafDormancyBreakDate",53.1,4,1993,357,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1942","LeafDormancyBreakDate",53.1,4,1994,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1952","LeafDormancyBreakDate",53.1,4,1995,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1962","LeafDormancyBreakDate",53.1,4,1996,53,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1972","LeafDormancyBreakDate",53.1,4,1997,327,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1982","LeafDormancyBreakDate",53.1,4,1998,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.1992","LeafDormancyBreakDate",53.1,4,1999,357,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2002","LeafDormancyBreakDate",53.1,4,2000,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2013","LeafDormancyBreakDate",53.1,5,1951,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2022","LeafDormancyBreakDate",53.1,5,1952,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2032","LeafDormancyBreakDate",53.1,5,1953,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2042","LeafDormancyBreakDate",53.1,5,1954,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2052","LeafDormancyBreakDate",53.1,5,1955,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2062","LeafDormancyBreakDate",53.1,5,1956,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2072","LeafDormancyBreakDate",53.1,5,1957,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2082","LeafDormancyBreakDate",53.1,5,1958,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2092","LeafDormancyBreakDate",53.1,5,1959,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2103","LeafDormancyBreakDate",53.1,5,1960,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2113","LeafDormancyBreakDate",53.1,5,1961,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2122","LeafDormancyBreakDate",53.1,5,1962,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2132","LeafDormancyBreakDate",53.1,5,1963,62,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2142","LeafDormancyBreakDate",53.1,5,1964,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2152","LeafDormancyBreakDate",53.1,5,1965,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2162","LeafDormancyBreakDate",53.1,5,1966,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2172","LeafDormancyBreakDate",53.1,5,1967,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2182","LeafDormancyBreakDate",53.1,5,1968,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2192","LeafDormancyBreakDate",53.1,5,1969,332,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2202","LeafDormancyBreakDate",53.1,5,1970,67,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2213","LeafDormancyBreakDate",53.1,5,1971,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2222","LeafDormancyBreakDate",53.1,5,1972,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2232","LeafDormancyBreakDate",53.1,5,1973,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2242","LeafDormancyBreakDate",53.1,5,1974,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2252","LeafDormancyBreakDate",53.1,5,1975,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2262","LeafDormancyBreakDate",53.1,5,1976,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2272","LeafDormancyBreakDate",53.1,5,1977,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2282","LeafDormancyBreakDate",53.1,5,1978,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2292","LeafDormancyBreakDate",53.1,5,1979,353,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2302","LeafDormancyBreakDate",53.1,5,1980,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2313","LeafDormancyBreakDate",53.1,5,1981,358,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2322","LeafDormancyBreakDate",53.1,5,1982,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2332","LeafDormancyBreakDate",53.1,5,1983,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2342","LeafDormancyBreakDate",53.1,5,1984,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2352","LeafDormancyBreakDate",53.1,5,1985,360,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2362","LeafDormancyBreakDate",53.1,5,1986,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2372","LeafDormancyBreakDate",53.1,5,1987,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2382","LeafDormancyBreakDate",53.1,5,1988,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2392","LeafDormancyBreakDate",53.1,5,1989,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2402","LeafDormancyBreakDate",53.1,5,1990,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2413","LeafDormancyBreakDate",53.1,5,1991,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2422","LeafDormancyBreakDate",53.1,5,1992,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2432","LeafDormancyBreakDate",53.1,5,1993,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2442","LeafDormancyBreakDate",53.1,5,1994,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2452","LeafDormancyBreakDate",53.1,5,1995,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2462","LeafDormancyBreakDate",53.1,5,1996,65,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2472","LeafDormancyBreakDate",53.1,5,1997,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2482","LeafDormancyBreakDate",53.1,5,1998,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2492","LeafDormancyBreakDate",53.1,5,1999,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2502","LeafDormancyBreakDate",53.1,5,2000,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2513","LeafDormancyBreakDate",53.1,6,1951,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2522","LeafDormancyBreakDate",53.1,6,1952,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2532","LeafDormancyBreakDate",53.1,6,1953,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2542","LeafDormancyBreakDate",53.1,6,1954,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2552","LeafDormancyBreakDate",53.1,6,1955,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2562","LeafDormancyBreakDate",53.1,6,1956,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2572","LeafDormancyBreakDate",53.1,6,1957,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2582","LeafDormancyBreakDate",53.1,6,1958,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2592","LeafDormancyBreakDate",53.1,6,1959,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2602","LeafDormancyBreakDate",53.1,6,1960,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2613","LeafDormancyBreakDate",53.1,6,1961,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2622","LeafDormancyBreakDate",53.1,6,1962,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2632","LeafDormancyBreakDate",53.1,6,1963,344,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2642","LeafDormancyBreakDate",53.1,6,1964,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2652","LeafDormancyBreakDate",53.1,6,1965,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2662","LeafDormancyBreakDate",53.1,6,1966,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2672","LeafDormancyBreakDate",53.1,6,1967,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2682","LeafDormancyBreakDate",53.1,6,1968,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2692","LeafDormancyBreakDate",53.1,6,1969,352,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2702","LeafDormancyBreakDate",53.1,6,1970,312,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2713","LeafDormancyBreakDate",53.1,6,1971,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2722","LeafDormancyBreakDate",53.1,6,1972,366,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2732","LeafDormancyBreakDate",53.1,6,1973,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2742","LeafDormancyBreakDate",53.1,6,1974,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2752","LeafDormancyBreakDate",53.1,6,1975,365,"Pinus","53"
"sims2mean53.LeafDormancyBreakDate.2762","LeafDormancyBreakDate",53.1,6,1976,366,"Pinus","53"
